Mesto,Časť_mesta,Ulica,Súp._č.,Orient._č.,Popis,Rok_dokonč.,Vyrad.,Adresa,PSČ,Obývateľná,Mestská_oblasť,Index_domu,Kult._pam.,Mest._pam._rezervácia,Názov_pamiatky,Číslo_v_ústred._zozn._kult._pam.,Dátum_účinnosti_adresy_od,Typ_pamiatky,ID_druhu_stavby_podľa_katastra_nehnuteľností
Prešov,Prešov,Matice slovenskej, 4760 ,   1      ,bytový dom,1973,Nie,Matice slovenskej 4760/1,08001,Áno,Obvod I.  - Sídlisko III.,25565584,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej, 4767 ,   2      ,bytový dom,1974,Nie,Matice slovenskej 4767/2,08001,Áno,Obvod I.  - Sídlisko III.,25565650,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej,14400 ,   2A     ,"polyfunčný objekt, Sekcia A1 - 1. NP a 2. NP",2014,Nie,Matice slovenskej 14400/2A,08001,Áno,Obvod I.  - Sídlisko III.,7002044346,Nie,Nie,,,,,22
Prešov,Prešov,Matice slovenskej, 4761 ,   3      ,bytový dom,1971,Nie,Matice slovenskej 4761/3,08001,Áno,Obvod I.  - Sídlisko III.,25565595,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej, 4768 ,   4      ,bytový dom,1973,Nie,Matice slovenskej 4768/4,08001,Áno,Obvod I.  - Sídlisko III.,25564154,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej, 4762 ,   5      ,bytový dom,1973,Nie,Matice slovenskej 4762/5,08001,Áno,Obvod I.  - Sídlisko III.,25565606,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej, 4769 ,   6      ,bytový dom,1972,Nie,Matice slovenskej 4769/6,08001,Áno,Obvod I.  - Sídlisko III.,25564165,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej, 4763 ,   7      ,prevádzková budova,1971,Nie,Matice slovenskej 4763/7,08001,Nie,Obvod I.  - Sídlisko III.,25565617,Nie,Nie,,,,,14
Prešov,Prešov,Matice slovenskej, 7369 ,   7A     ,kotolňa,1971,Nie,Matice slovenskej 7369/7A,08001,Nie,Obvod I.  - Sídlisko III.,5407020993,Nie,Nie,,,,,18
Prešov,Prešov,Matice slovenskej, 4770 ,   8      ,bytový dom,1967,Nie,Matice slovenskej 4770/8,08001,Áno,Obvod I.  - Sídlisko III.,25564176,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej, 4764 ,   9      ,prevádzková budova,,Nie,Matice slovenskej 4764/9,08001,Nie,Obvod I.  - Sídlisko III.,25565628,Nie,Nie,,,,,14
Prešov,Prešov,Matice slovenskej, 4770 ,  10      ,bytový dom,1967,Nie,Matice slovenskej 4770/10,08001,Áno,Obvod I.  - Sídlisko III.,25564187,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej, 4765 ,  11      ,špeciálna základná škola,,Nie,Matice slovenskej 4765/11,08001,Nie,Obvod I.  - Sídlisko III.,25565639,Nie,Nie,,,,,11
Prešov,Prešov,Matice slovenskej, 4770 ,  12      ,bytový dom,1967,Nie,Matice slovenskej 4770/12,08001,Áno,Obvod I.  - Sídlisko III.,25564198,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej, 4766 ,  13A     ,škola,1971,Nie,Matice slovenskej 4766/13A,08001,Nie,Obvod I.  - Sídlisko III.,2556564A,Nie,Nie,,,,,11
Prešov,Prešov,Matice slovenskej, 4771 ,  14      ,bytový dom,1968,Nie,Matice slovenskej 4771/14,08001,Áno,Obvod I.  - Sídlisko III.,2556421A,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej,13974 ,  15      ,centrum mládeže Radosť,2006,Nie,Matice slovenskej 13974/15,08001,Nie,Obvod I.  - Sídlisko III.,7001355031,Nie,Nie,,,14.02.2012,,16
Prešov,Prešov,Matice slovenskej, 4771 ,  16      ,bytový dom,1968,Nie,Matice slovenskej 4771/16,08001,Áno,Obvod I.  - Sídlisko III.,25564220,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej,15431 ,  17      ,"priestory na vyuku, terapiu s sociálne služby",2020,Nie,Matice slovenskej 15431/17,08001,Nie,Obvod I.  - Sídlisko III.,7102437441,Nie,Nie,,,05.08.2021,,12
Prešov,Prešov,Matice slovenskej, 4771 ,  18      ,bytový dom,1968,Nie,Matice slovenskej 4771/18,08001,Áno,Obvod I.  - Sídlisko III.,25564231,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej, 4772 ,  20      ,bytový dom,,Nie,Matice slovenskej 4772/20,08001,Áno,Obvod I.  - Sídlisko III.,25564253,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej, 4772 ,  22      ,bytový dom,,Nie,Matice slovenskej 4772/22,08001,Áno,Obvod I.  - Sídlisko III.,25564264,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej, 4772 ,  24      ,bytový dom,,Nie,Matice slovenskej 4772/24,08001,Áno,Obvod I.  - Sídlisko III.,25564275,Nie,Nie,,,,,9
Prešov,Prešov,Matice slovenskej,12777 ,,kotolňa,1973,Nie,Matice slovenskej súp. č. 12777,08001,Nie,Obvod I.  - Sídlisko III.,7000390254,Nie,Nie,,,,,18
Prešov,Prešov,Matky Terezy,13441 ,   7      ,polyfunkčná stavba na bývanie,2008,Nie,Matky Terezy 13441/7,08001,Áno,Obvod II. - Sídlisko II.,7001059494,Nie,Nie,,,,,22
Prešov,Šalgovík,Mätová,15464 ,   1      ,rodinný dom,2021,Nie,Mätová 15464/1,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102547309,Nie,Nie,,,22.09.2021,,10
Prešov,Šalgovík,Mätová,15459 ,   2      ,rodinný dom,2021,Nie,Mätová 15459/2,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102545219,Nie,Nie,,,20.09.2021,,10
Prešov,Šalgovík,Mätová,15482 ,   3      ,rodinný dom,2021,Nie,Mätová 15482/3,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102568528,Nie,Nie,,,18.10.2021,,10
Prešov,Šalgovík,Mätová,15495 ,   5      ,rodinný dom,2021,Nie,Mätová 15495/5,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102583983,Nie,Nie,,,10.11.2021,,10
Prešov,Šalgovík,Mätová,15517 ,   7      ,rodinný dom,2021,Nie,Mätová 15517/7,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102612143,Nie,Nie,,,15.12.2021,,10
Prešov,Šalgovík,Mätová,15524 ,  10      ,rodinný dom,2021,Nie,Mätová 15524/10,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102618908,Nie,Nie,,,22.12.2021,,10
Prešov,Šalgovík,Mätová,15489 ,  11      ,rodinný dom,2021,Nie,Mätová 15489/11,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",710258064A,Nie,Nie,,,08.11.2021,,10
Prešov,Prešov,Matúša Trenčianskeho,12583 ,   1      ,rodinný dom,1946,Nie,Matúša Trenčianskeho 12583/1,08001,Áno,Obvod II. - Sídlisko II.,25560106,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4479 ,   2      ,rodinný dom,,Nie,Matúša Trenčianskeho 4479/2,08001,Áno,Obvod II. - Sídlisko II.,25559204,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4484 ,   3      ,rodinný dom,1946,Nie,Matúša Trenčianskeho 4484/3,08001,Áno,Obvod II. - Sídlisko II.,25560117,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4479 ,   4      ,rodinný dom,1943,Nie,Matúša Trenčianskeho 4479/4,08001,Áno,Obvod II. - Sídlisko II.,25559215,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 8149 ,   5      ,rodinný dom,1945,Nie,Matúša Trenčianskeho 8149/5,08001,Áno,Obvod II. - Sídlisko II.,25560128,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4480 ,   6      ,rodinný dom,,Nie,Matúša Trenčianskeho 4480/6,08001,Áno,Obvod II. - Sídlisko II.,25560029,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4485 ,   7      ,rodinný dom,1943,Nie,Matúša Trenčianskeho 4485/7,08001,Áno,Obvod II. - Sídlisko II.,25560139,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4480 ,   8      ,rodinný dom,,Nie,Matúša Trenčianskeho 4480/8,08001,Áno,Obvod II. - Sídlisko II.,2556003A,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4486 ,   9      ,rodinný dom,,Nie,Matúša Trenčianskeho 4486/9,08001,Áno,Obvod II. - Sídlisko II.,2556014A,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4481 ,  10      ,rodinný dom,,Nie,Matúša Trenčianskeho 4481/10,08001,Áno,Obvod II. - Sídlisko II.,25560040,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4486 ,  11      ,rodinný dom,,Nie,Matúša Trenčianskeho 4486/11,08001,Áno,Obvod II. - Sídlisko II.,25560150,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho,12470 ,  12      ,rodinný dom,1943,Nie,Matúša Trenčianskeho 12470/12,08001,Áno,Obvod II. - Sídlisko II.,25560051,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4487 ,  13      ,rodinný dom,1943,Nie,Matúša Trenčianskeho 4487/13,08001,Áno,Obvod II. - Sídlisko II.,25560161,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4482 ,  14      ,neurčená,1943,Nie,Matúša Trenčianskeho 4482/14,08001,Áno,Obvod II. - Sídlisko II.,25560062,Nie,Nie,,,,,20
Prešov,Prešov,Matúša Trenčianskeho, 4487 ,  15      ,rodinný dom,,Nie,Matúša Trenčianskeho 4487/15,08001,Áno,Obvod II. - Sídlisko II.,25560172,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4482 ,  16      ,neurčená,1943,Nie,Matúša Trenčianskeho 4482/16,08001,Áno,Obvod II. - Sídlisko II.,25560073,Nie,Nie,,,,,20
Prešov,Prešov,Matúša Trenčianskeho, 8545 ,  17      ,rodinný dom,1943,Nie,Matúša Trenčianskeho 8545/17,08001,Áno,Obvod II. - Sídlisko II.,25560183,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4483 ,  18      ,rodinný dom,1946,Nie,Matúša Trenčianskeho 4483/18,08001,Áno,Obvod II. - Sídlisko II.,25560084,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4488 ,  19      ,rodinný dom,1943,Nie,Matúša Trenčianskeho 4488/19,08001,Áno,Obvod II. - Sídlisko II.,25560194,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 4483 ,  20      ,rodinný dom,1941,Nie,Matúša Trenčianskeho 4483/20,08001,Áno,Obvod II. - Sídlisko II.,25560095,Nie,Nie,,,,,10
Prešov,Prešov,Matúša Trenčianskeho, 7226 ,,garáž,,Nie,Matúša Trenčianskeho súp. č. 7226,08001,Nie,Obvod II. - Sídlisko II.,6701020227,Nie,Nie,,,,,7
Prešov,Prešov,Matúša Trenčianskeho, 8857 ,,garáž,,Nie,Matúša Trenčianskeho súp. č. 8857,08001,Nie,Obvod II. - Sídlisko II.,670103158A,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova, 3654 ,   1      ,rodinný dom,,Nie,Maybaumova 3654/1,08001,Áno,Obvod IV. - stred mesta,25548787,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova,13942 ,   2      ,rodinný dom,2011,Nie,Maybaumova 13942/2,08001,Áno,Obvod IV. - stred mesta,700133213A,Nie,Nie,,,05.12.2011,,10
Prešov,Prešov,Maybaumova, 3654 ,   3      ,rodinný dom,,Nie,Maybaumova 3654/3,08001,Áno,Obvod IV. - stred mesta,25548798,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova,12714 ,   4      ,rodinný dom,2005,Nie,Maybaumova 12714/4,08001,Áno,Obvod IV. - stred mesta,7000317159,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova,15085 ,   5      ,rodinný dom,1965,Nie,Maybaumova 15085/5,08001,Áno,Obvod IV. - stred mesta,25548809,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 7966 ,   6      ,rodinný dom,,Nie,Maybaumova 7966/6,08001,Áno,Obvod IV. - stred mesta,2554771A,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3655 ,   7      ,rodinný dom,1967,Nie,Maybaumova 3655/7,08001,Áno,Obvod IV. - stred mesta,2554881A,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3638 ,   8      ,rodinný dom,1953,Nie,Maybaumova 3638/8,08001,Áno,Obvod IV. - stred mesta,25547720,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3656 ,   9      ,rodinný dom,1954,Nie,Maybaumova 3656/9,08001,Áno,Obvod IV. - stred mesta,25548820,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 7967 ,  10      ,rodinný dom,1953,Nie,Maybaumova 7967/10,08001,Áno,Obvod IV. - stred mesta,25547731,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 8127 ,  11      ,rodinný dom,1954,Nie,Maybaumova 8127/11,08001,Áno,Obvod IV. - stred mesta,25548831,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3639 ,  12      ,rodinný dom,,Nie,Maybaumova 3639/12,08001,Áno,Obvod IV. - stred mesta,25547742,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3657 ,  13      ,rodinný dom,1952,Nie,Maybaumova 3657/13,08001,Áno,Obvod IV. - stred mesta,25548842,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 7968 ,  14      ,rodinný dom,,Nie,Maybaumova 7968/14,08001,Áno,Obvod IV. - stred mesta,25547753,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3657 ,  15      ,rodinný dom,,Nie,Maybaumova 3657/15,08001,Áno,Obvod IV. - stred mesta,25548853,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3640 ,  16      ,rodinný dom,,Nie,Maybaumova 3640/16,08001,Áno,Obvod IV. - stred mesta,25547764,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3658 ,  17      ,rodinný dom,1952,Nie,Maybaumova 3658/17,08001,Áno,Obvod IV. - stred mesta,25548864,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 7969 ,  18      ,rodinný dom,1953,Nie,Maybaumova 7969/18,08001,Áno,Obvod IV. - stred mesta,25547775,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3658 ,  19      ,rodinný dom,1953,Nie,Maybaumova 3658/19,08001,Áno,Obvod IV. - stred mesta,25548875,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3641 ,  20      ,rodinný dom,,Nie,Maybaumova 3641/20,08001,Áno,Obvod IV. - stred mesta,25547786,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3642 ,  22      ,rodinný dom,1950,Nie,Maybaumova 3642/22,08001,Áno,Obvod IV. - stred mesta,25547797,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3642 ,  24      ,rodinný dom,1950,Nie,Maybaumova 3642/24,08001,Áno,Obvod IV. - stred mesta,25547808,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3643 ,  26      ,rodinný dom,,Nie,Maybaumova 3643/26,08001,Áno,Obvod IV. - stred mesta,25547819,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3643 ,  28      ,rodinný dom,,Nie,Maybaumova 3643/28,08001,Áno,Obvod IV. - stred mesta,2554782A,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3644 ,  30      ,rodinný dom,,Nie,Maybaumova 3644/30,08001,Áno,Obvod IV. - stred mesta,25547830,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3644 ,  32      ,rodinný dom,1950,Nie,Maybaumova 3644/32,08001,Áno,Obvod IV. - stred mesta,25547841,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova,13944 ,  34      ,rodinný dom,1950,Nie,Maybaumova 13944/34,08001,Áno,Obvod IV. - stred mesta,700200127,Nie,Nie,,,16.12.2011,,10
Prešov,Prešov,Maybaumova, 3645 ,  36      ,rodinný dom,1950,Nie,Maybaumova 3645/36,08001,Áno,Obvod IV. - stred mesta,25547863,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3646 ,  38      ,rodinný dom,,Nie,Maybaumova 3646/38,08001,Áno,Obvod IV. - stred mesta,25547874,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3646 ,  40      ,rodinný dom,,Nie,Maybaumova 3646/40,08001,Áno,Obvod IV. - stred mesta,25547885,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova,12644 ,  42      ,rodinný dom,1950,Nie,Maybaumova 12644/42,08001,Áno,Obvod IV. - stred mesta,25547896,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3647 ,  44      ,rodinný dom,,Nie,Maybaumova 3647/44,08001,Áno,Obvod IV. - stred mesta,25547907,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3648 ,  46      ,rodinný dom,,Nie,Maybaumova 3648/46,08001,Áno,Obvod IV. - stred mesta,25548655,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3648 ,  48      ,rodinný dom,,Nie,Maybaumova 3648/48,08001,Áno,Obvod IV. - stred mesta,25548666,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3649 ,  50      ,rodinný dom,1950,Nie,Maybaumova 3649/50,08001,Áno,Obvod IV. - stred mesta,25548677,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova,12702 ,  52      ,rodinný dom,1948,Nie,Maybaumova 12702/52,08001,Áno,Obvod IV. - stred mesta,25548688,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3650 ,  54      ,rodinný dom,,Nie,Maybaumova 3650/54,08001,Áno,Obvod IV. - stred mesta,2554870A,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3650 ,  56      ,rodinný dom,1955,Nie,Maybaumova 3650/56,08001,Áno,Obvod IV. - stred mesta,25548710,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova,15320 ,  58      ,rodinný dom,1955,Nie,Maybaumova 15320/58,08001,Áno,Obvod IV. - stred mesta,25548721,Nie,Nie,,,08.12.2020,,10
Prešov,Prešov,Maybaumova, 3651 ,  60      ,rodinný dom,1955,Nie,Maybaumova 3651/60,08001,Áno,Obvod IV. - stred mesta,25548732,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3652 ,  62      ,rodinný dom,1955,Nie,Maybaumova 3652/62,08001,Áno,Obvod IV. - stred mesta,25548743,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3652 ,  64      ,rodinný dom,1952,Nie,Maybaumova 3652/64,08001,Áno,Obvod IV. - stred mesta,25548754,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3653 ,  66      ,rodinný dom,1955,Nie,Maybaumova 3653/66,08001,Áno,Obvod IV. - stred mesta,25548765,Nie,Nie,,,,,10
Prešov,Prešov,Maybaumova, 3065 ,,garáž,1998,Nie,Maybaumova súp. č. 3065,08001,Nie,Obvod IV. - stred mesta,6701016949,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova, 6424 ,,garáž,1981,Nie,Maybaumova súp. č. 6424,08001,Nie,Obvod IV. - stred mesta,6701014122,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova, 7209 ,,garáž,,Nie,Maybaumova súp. č. 7209,08001,Nie,Obvod IV. - stred mesta,6701006125,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova, 8095 ,,garáž,,Nie,Maybaumova súp. č. 8095,08001,Nie,Obvod IV. - stred mesta,6701007786,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova, 8096 ,,garáž,,Nie,Maybaumova súp. č. 8096,08001,Nie,Obvod IV. - stred mesta,6701007808,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova, 8217 ,,garáž,1997,Nie,Maybaumova súp. č. 8217,08001,Nie,Obvod IV. - stred mesta,6701010426,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova,10776 ,,garáž,1968,Nie,Maybaumova súp. č. 10776,08001,Nie,Obvod IV. - stred mesta,5407020949,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova,11734 ,,garáž,1966,Nie,Maybaumova súp. č. 11734,08001,Nie,Obvod IV. - stred mesta,6701055790,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova,12323 ,,garáž,1973,Nie,Maybaumova súp. č. 12323,08001,Nie,Obvod IV. - stred mesta,6701077889,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova,12663 ,,garáž,1971,Nie,Maybaumova súp. č. 12663,08001,Nie,Obvod IV. - stred mesta,7000362666,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova,12713 ,,garáž,2005,Nie,Maybaumova súp. č. 12713,08001,Nie,Obvod IV. - stred mesta,7000363128,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova,13146 ,,garáž,1957,Nie,Maybaumova súp. č. 13146,08001,Nie,Obvod IV. - stred mesta,7000709364,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova,13261 ,,garáž,1969,Nie,Maybaumova súp. č. 13261,08001,Nie,Obvod IV. - stred mesta,7000774726,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova,13489 ,,garáž,2007,Nie,Maybaumova súp. č. 13489,08001,Nie,Obvod IV. - stred mesta,700097738A,Nie,Nie,,,,,7
Prešov,Prešov,Maybaumova,14337 ,,hospodárska budova,2014,Nie,Maybaumova súp. č. 14337,08001,Nie,Obvod IV. - stred mesta,7001989841,Nie,Nie,,,25.08.2014,,20
Prešov,Šalgovík,Medová,13554 ,   1      ,rodinný dom,2009,Nie,Medová 13554/1,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7001024954,Nie,Nie,,,,,10
Prešov,Šalgovík,Medová,13383 ,   2      ,rodinný dom,2008,Nie,Medová 13383/2,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7000911302,Nie,Nie,,,,,10
Prešov,Šalgovík,Medová,13684 ,   3      ,rodinný dom,2010,Nie,Medová 13684/3,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7001134030,Nie,Nie,,,,,10
Prešov,Šalgovík,Medová,14251 ,   4      ,rodinný dom,2013,Nie,Medová 14251/4,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7001876112,Nie,Nie,,,19.12.2013,,10
Prešov,Šalgovík,Medová,15380 ,   5      ,rodinný dom,2021,Nie,Medová 15380/5,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",710247559A,Nie,Nie,,,04.06.2021,,10
Prešov,Šalgovík,Medová,15196 ,   8      ,rodinný dom,2020,Nie,Medová 15196/8,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102139451,Nie,Nie,,,03.03.2020,,10
Prešov,Prešov,Medvedia, 9026 ,   1      ,rodinný dom,1975,Nie,Medvedia 9026/1,08001,Áno,Obvod II. - Sídlisko II.,25381653,Nie,Nie,,,,,10
Prešov,Prešov,Medvedia, 1607 ,   2      ,rekreačná chata,1973,Nie,Medvedia 1607/2,08001,Áno,Obvod II. - Sídlisko II.,6701013319,Nie,Nie,,,,,19
Prešov,Prešov,Medvedia,13690 ,   2A     ,záhradná chata,2010,Nie,Medvedia 13690/2A,08001,Áno,Obvod II. - Sídlisko II.,7001134096,Nie,Nie,,,24.09.2018,,19
Prešov,Prešov,Medvedia,15062 ,   2B     ,záhradný domček so štandardom rodinného domu,2019,Nie,Medvedia 15062/2B,08001,Áno,Obvod II. - Sídlisko II.,7101965486,Nie,Nie,,,14.06.2019,,10
Prešov,Prešov,Medvedia, 9024 ,   3      ,záhradkárska chatka,1989,Nie,Medvedia 9024/3,08001,Nie,Obvod II. - Sídlisko II.,25381620,Nie,Nie,,,,,19
Prešov,Prešov,Medvedia,15435 ,   3A     ,rodinný dom,2021,Nie,Medvedia 15435/3A,08001,Áno,Obvod II. - Sídlisko II.,7102525529,Nie,Nie,,,17.08.2021,,10
Prešov,Prešov,Medvedia, 9029 ,   4      ,rekreačná chata,1990,Nie,Medvedia 9029/4,08001,Áno,Obvod II. - Sídlisko II.,25381686,Nie,Nie,,,,,19
Prešov,Prešov,Medvedia, 8392 ,   4A     ,záhradkárska chatka,1990,Nie,Medvedia 8392/4A,08001,Áno,Obvod II. - Sídlisko II.,25381642,Nie,Nie,,,,,19
Prešov,Prešov,Medvedia, 9021 ,   5      ,rodinný dom,1976,Nie,Medvedia 9021/5,08001,Áno,Obvod II. - Sídlisko II.,25381950,Nie,Nie,,,,,10
Prešov,Prešov,Medvedia,12984 ,   7      ,rekreačná chata,2007,Nie,Medvedia 12984/7,08001,Áno,Obvod II. - Sídlisko II.,7000582292,Nie,Nie,,,,,19
Prešov,Prešov,Medvedia, 7722 ,   8      ,rodinný dom,1988,Nie,Medvedia 7722/8,08001,Áno,Obvod II. - Sídlisko II.,25382170,Nie,Nie,,,,,10
Prešov,Prešov,Medvedia, 9023 ,   9      ,rekreačnú chatu,1990,Nie,Medvedia 9023/9,08001,Áno,Obvod II. - Sídlisko II.,7000626688,Nie,Nie,,,,,19
Prešov,Prešov,Medvedia,11245 ,  15      ,rodinný dom,2000,Nie,Medvedia 11245/15,08001,Áno,Obvod II. - Sídlisko II.,6701040467,Nie,Nie,,,,,10
Prešov,Prešov,Medvedia,15499 ,  17      ,rodinný dom,2021,Nie,Medvedia 15499/17,08001,Áno,Obvod II. - Sídlisko II.,7102586370,Nie,Nie,,,12.11.2021,,10
Prešov,Prešov,Medvedia, 9028 ,  18      ,rodinný dom,2005,Nie,Medvedia 9028/18,08001,Áno,Obvod II. - Sídlisko II.,25381675,Nie,Nie,,,,,10
Prešov,Prešov,Medvedia,11958 ,  19      ,záhradný domček,2002,Nie,Medvedia 11958/19,08001,Áno,Obvod II. - Sídlisko II.,6701062445,Nie,Nie,,,,,10
Prešov,Prešov,Medvedia,12831 ,  20      ,rodinný dom,2006,Nie,Medvedia 12831/20,08001,Áno,Obvod II. - Sídlisko II.,7001440721,Nie,Nie,,,,,10
Prešov,Prešov,Medvedia, 9039 ,  21      ,rodinný dom,1991,Nie,Medvedia 9039/21,08001,Áno,Obvod II. - Sídlisko II.,25381796,Nie,Nie,,,,,10
Prešov,Prešov,Medvedia,14421 ,  21A     ,záhradný domček so štandardom rodinného domu,2015,Nie,Medvedia 14421/21A,08001,Áno,Obvod II. - Sídlisko II.,7002072088,Nie,Nie,,,05.03.2015,,10
Prešov,Prešov,Medvedia,13790 ,  22      ,rodinný dom,2010,Nie,Medvedia 13790/22,08001,Áno,Obvod II. - Sídlisko II.,7001206564,Nie,Nie,,,,,10
Prešov,Prešov,Medvedia,10827 ,  25      ,rodinný dom,1995,Nie,Medvedia 10827/25,08001,Áno,Obvod II. - Sídlisko II.,5407020608,Nie,Nie,,,,,10
